,reaction,GPR,score
6915,PG141abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6916,PG160abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6917,PG161abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6918,PG180abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6919,PG18111Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6920,PG1819Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6921,PG181abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6922,PGAMT,PADL01_1128200-t36_1-p1,107.1
6924,PGCM,PADL01_1010900-t36_1-p1,317.0
6925,PGD3TDS18111Z1613E,PADL01_1317000-t36_1-p1,105.1
6926,PGD3TDS1819Z1613E,PADL01_1317000-t36_1-p1,105.1
6927,PGD3TDS1829Z12Z1613E,PADL01_1317000-t36_1-p1,105.1
6928,PGD3TDS1839Z12Z15Z1613E,PADL01_1317000-t36_1-p1,105.1
6929,PGDHh,PADL01_1454700-t36_1-p1,484.6
6934,PGI,PADL01_1436000-t36_1-p1,387.9
6935,PGIA,PADL01_1436000-t36_1-p1,501.5
6936,PGIAh,PADL01_1436000-t36_1-p1,501.5
6937,PGIBh,PADL01_1436000-t36_1-p1,501.5
6939,PGK,PADL01_0921500-t36_1-p1,496.9
6940,PGKh,PADL01_0921500-t36_1-p1,373.6
6945,PGLYCPh,PADL01_0713000-t36_1-p1,244.6
6946,PGLYCPx,PADL01_0713000-t36_1-p1,244.6
6950,PGM,PADL01_1118200-t36_1-p1,322.0
6951,PGMT,(PADL01_1010900-t36_1-p1 or PADL01_1128200-t36_1-p1),102.1
6956,PGP120abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6957,PGP140abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6958,PGP141abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6959,PGP160abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6960,PGP161abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6961,PGP180abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6962,PGP18111Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6963,PGP1819Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6964,PGP181abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
7011,PGW3DS1839Z12Z15Z160,PADL01_1317000-t36_1-p1,52.55
7012,PGW6DS1829Z12Z160,PADL01_1317000-t36_1-p1,52.55
7014,PHACOAOR,PADL01_1317000-t36_1-p1,13.559999999999999
7026,PHCHGSm,spontaneous,0.0
7028,PHEMEabcpp,PADL01_1242400-t36_1-p1,72.03333333333333
7034,PHETA1,PADL01_0203300-t36_1-p1,214.9
7038,PHETRS,((PADL01_0107300-t36_1-p1 and PADL01_1102200-t36_1-p1) or PADL01_0107300-t36_1-p1),344.35
7039,PHETRSm,PADL01_0601800-t36_1-p1,199.1
7047,PHYCBOXL,PADL01_0405300-t36_1-p1,436.4
7098,PI35BP5P_SC,PADL01_1353300-t36_1-p1,176.8
7105,PI3P5K_SC,PADL01_1412000-t36_1-p1,70.9
7109,PI45BP5P_SC,PADL01_1353300-t36_1-p1,156.0
7110,PI45BPP_SC,PADL01_1011900-t36_1-p1,105.5
7184,PI4P5K_SC,(PADL01_0108200-t36_1-p1 or PADL01_1412000-t36_1-p1),182.2
7237,PIN3K_SC,PADL01_0514300-t36_1-p1,243.4
7238,PIN4K_SC,PADL01_0508600-t36_1-p1,214.9
7239,PIN4Kn_SC,PADL01_0508600-t36_1-p1,214.9
7240,PINA1th,PADL01_1340000-t36_1-p1,195.7
7241,PINA1tm,PADL01_1340000-t36_1-p1,195.7
7242,PINOS_SC,PADL01_1314500-t36_1-p1,107.8
7264,PIabc,PADL01_1426300-t36_1-p1,83.2
7265,PIcm,PADL01_1202700-t36_1-p1,285.4
7266,PIt,PADL01_1340000-t36_1-p1,68.35
7267,PIt2m,(PADL01_1202700-t36_1-p1 or PADL01_1340000-t36_1-p1),184.1
7268,PIt2p,PADL01_1340000-t36_1-p1,167.9
7269,PIt2r,PADL01_1340000-t36_1-p1,167.9
7270,PIt2rpp,PADL01_1340000-t36_1-p1,65.9
7271,PIt5m,PADL01_1202700-t36_1-p1,241.1
7278,PItf,PADL01_1340000-t36_1-p1,167.9
7279,PIuabcpp,PADL01_1426300-t36_1-p1,21.075
7414,PLPS,(PADL01_0619200-t36_1-p1 and PADL01_1114300-t36_1-p1),216.85000000000002
7415,PLPSA21801819Z,PADL01_1357000-t36_1-p1,65.5
7416,PLPSA21801829Z12Z,PADL01_1357000-t36_1-p1,65.5
7417,PLPSA21801835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7418,PLPSA21801845Z9Z12Z15Z,PADL01_1357000-t36_1-p1,65.5
7419,PLPSA218111Z1819Z,PADL01_1357000-t36_1-p1,65.5
7420,PLPSA218111Z1829Z12Z,PADL01_1357000-t36_1-p1,65.5
7421,PLPSA218111Z1835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7422,PLPSA218111Z1845Z9Z12Z15Z,PADL01_1357000-t36_1-p1,65.5
7423,PLPSA21819Z1819Z,PADL01_1357000-t36_1-p1,65.5
7424,PLPSA21819Z1829Z12Z,PADL01_1357000-t36_1-p1,65.5
7425,PLPSA21819Z1835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7426,PLPSA21819Z1845Z9Z12Z15Z,PADL01_1357000-t36_1-p1,65.5
7427,PLPSA21829Z12Z1835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7443,PMANM,(PADL01_1010900-t36_1-p1 or PADL01_1015800-t36_1-p1 or PADL01_1420600-t36_1-p1),255.4
7445,PMEACPE,PADL01_1141200-t36_1-p1,55.5
7455,PMPK,PADL01_0519500-t36_1-p1,115.5
7460,PNTK,PADL01_1420300-t36_1-p1,93.2
7469,POATh,PADL01_0203300-t36_1-p1,192.2
7478,POR_1,(PADL01_0414200-t36_1-p1 or PADL01_0624200-t36_1-p1),62.8
7482,PPA,PADL01_0315200-t36_1-p1,139.4
7489,PPANA,PADL01_1456800-t36_1-p1,406.8
7510,PPA_1,PADL01_1456800-t36_1-p1,412.5
7511,PPA_1pp,PADL01_1456800-t36_1-p1,412.1
7513,PPAm,PADL01_0315200-t36_1-p1,135.2
7518,PPBNGD,PADL01_1210000-t36_1-p1,155.2
7519,PPBNGS,PADL01_1440350-t36_1-p1,186.4
7520,PPBNGS_1,PADL01_1440350-t36_1-p1,190.7
7521,PPC,PADL01_1426500-t36_1-p1,468.0
7523,PPCDC,PADL01_0815300-t36_1-p1,115.5
7524,PPCK,PADL01_1341900-t36_1-p1,604.4
7525,PPCKm,PADL01_1341900-t36_1-p1,588.2
7537,PPM,PADL01_1010900-t36_1-p1,317.0
7541,PPNCL2,PADL01_1100600-t36_1-p1,63.2
7542,PPNCL3,PADL01_1100600-t36_1-p1,63.2
7548,PPPGO,PADL01_0801300-t36_1-p1,50.8
7568,PPTTm,PADL01_0201500-t36_1-p1,121.7
7602,PROAKGOX1,PADL01_0828600-t36_1-p1,48.5
7620,PROTRS,(PADL01_0924300-t36_1-p1 or PADL01_1214300-t36_1-p1),516.9
7621,PROabc,PADL01_1434000-t36_1-p1,34.85
7633,PRPPS,(PADL01_1324000-t36_1-p1 or PADL01_1326700-t36_1-p1),318.9
7636,PS120abcpp,PADL01_0522000-t36_1-p1,174.5
7637,PS140abcpp,PADL01_0522000-t36_1-p1,174.5
7638,PS141abcpp,PADL01_0522000-t36_1-p1,174.5
7639,PS160abcpp,PADL01_0522000-t36_1-p1,174.5
7640,PS161abcpp,PADL01_0522000-t36_1-p1,174.5
7641,PS180abcpp,PADL01_0522000-t36_1-p1,174.5
7642,PS181abcpp,PADL01_0522000-t36_1-p1,174.5
7676,PSIblue,PADL01_1317000-t36_1-p1,5.056521739130434
7677,PSIred,PADL01_1317000-t36_1-p1,5.056521739130434
7686,PSSA120,PADL01_0819400-t36_1-p1,66.6
7687,PSSA140,PADL01_0819400-t36_1-p1,66.6
7688,PSSA141,PADL01_0819400-t36_1-p1,66.6
7689,PSSA160,PADL01_0819400-t36_1-p1,66.6
7690,PSSA161,PADL01_0819400-t36_1-p1,66.6
7691,PSSA180,PADL01_0819400-t36_1-p1,66.6
7692,PSSA181,PADL01_0819400-t36_1-p1,66.6
7729,PSUDS,PADL01_0520500-t36_1-p1,58.9
7750,PTHPS,PADL01_1323700-t36_1-p1,131.0
7761,PTRCabc,PADL01_1426300-t36_1-p1,20.7
7784,PYAM5PO,PADL01_1459700-t36_1-p1,162.9
7785,PYDAMK,PADL01_0614300-t36_1-p1,59.3
7789,PYDXK,PADL01_0614300-t36_1-p1,59.3
7790,PYDXNK,PADL01_0614300-t36_1-p1,59.3
7791,PYDXNO,PADL01_1459700-t36_1-p1,162.9
7795,PYDXO_1,PADL01_1459700-t36_1-p1,162.9
7796,PYDXPP,(PADL01_0713000-t36_1-p1 or PADL01_1031800-t36_1-p1),244.6
7797,PYDXS,(PADL01_0619200-t36_1-p1 and PADL01_1114300-t36_1-p1),218.20000000000002
7799,PYK,(PADL01_0625000-t36_1-p1 or PADL01_1035700-t36_1-p1),465.7
7800,PYK2,PADL01_1035700-t36_1-p1,188.0
7801,PYK3,(PADL01_0625000-t36_1-p1 or PADL01_1035700-t36_1-p1),465.7
7802,PYK4,PADL01_1035700-t36_1-p1,188.0
7803,PYK5,PADL01_1035700-t36_1-p1,188.0
7804,PYKf,PADL01_0625000-t36_1-p1,465.7
7805,PYKm,PADL01_0625000-t36_1-p1,465.7
7814,PYRIS,(PADL01_0619200-t36_1-p1 and PADL01_1114300-t36_1-p1),206.65
7816,PYRShi,PADL01_1317000-t36_1-p1,52.55
7856,RBFK,PADL01_1358100-t36_1-p1,96.3
7857,RBFKm,PADL01_1358100-t36_1-p1,57.4
7938,RE1709C,spontaneous,0.0
7939,RE1709N,spontaneous,0.0
8209,REPHACCOAI,(PADL01_0012600-t36_1-p1 or PADL01_1240800-t36_1-p1),56.2
8216,RFAMPtex,spontaneous,0.0
8230,RHODOPSINI,PADL01_1359500-t36_1-p1,98.6
8231,RHODOPSINRT,PADL01_1359500-t36_1-p1,98.6
8235,RIBabc,PADL01_1434000-t36_1-p1,9.86
8237,RIBabcpp,(PADL01_0318600-t36_1-p1 or PADL01_1434000-t36_1-p1),13.675
8265,RNDR1,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1) or (PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or PADL01_1437200-t36_1-p1 or PADL01_1457200-t36_1-p1),713.3499999999999
8266,RNDR1b,(PADL01_0305100-t36_1-p1 or PADL01_0708100-t36_1-p1),22.066666666666666
8267,RNDR1n,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1)),663.3
8268,RNDR2,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1) or (PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or PADL01_1437200-t36_1-p1 or PADL01_1457200-t36_1-p1),713.3499999999999
8269,RNDR2b,(PADL01_0305100-t36_1-p1 or PADL01_0708100-t36_1-p1),22.066666666666666
8270,RNDR2n,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1)),663.3
8271,RNDR3,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1) or (PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or PADL01_1437200-t36_1-p1 or PADL01_1457200-t36_1-p1),713.3499999999999
8272,RNDR3b,(PADL01_0305100-t36_1-p1 or PADL01_0708100-t36_1-p1),22.066666666666666
8273,RNDR3n,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1)),663.3
8274,RNDR4,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1) or (PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or PADL01_1437200-t36_1-p1 or PADL01_1457200-t36_1-p1),713.3499999999999
8275,RNDR4b,(PADL01_0305100-t36_1-p1 or PADL01_0708100-t36_1-p1),22.066666666666666
8276,RNDR4n,((PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1 and PADL01_1457200-t36_1-p1) or (PADL01_1405200-t36_1-p1 and PADL01_1437200-t36_1-p1)),663.3
8279,RNTR1,PADL01_1457200-t36_1-p1,106.3
8282,RNTR2,PADL01_1457200-t36_1-p1,106.3
8285,RNTR3,PADL01_1457200-t36_1-p1,106.3
8288,RNTR4,PADL01_1457200-t36_1-p1,106.3
8293,RPE,PADL01_1220700-t36_1-p1,191.0
8295,RPI,PADL01_0513600-t36_1-p1,134.8
8296,RPIh,PADL01_0513600-t36_1-p1,208.4
8338,S2FE2SR,((PADL01_0714600-t36_1-p1 and PADL01_1413200-t36_1-p1) or PADL01_0714600-t36_1-p1 or PADL01_1413200-t36_1-p1),78.12
8339,S2FE2SS,((PADL01_0714600-t36_1-p1 and PADL01_1413200-t36_1-p1) or PADL01_0714600-t36_1-p1 or PADL01_1413200-t36_1-p1),65.10000000000001
8340,S2FE2SS2,((PADL01_0714600-t36_1-p1 and PADL01_1413200-t36_1-p1) or PADL01_0714600-t36_1-p1 or PADL01_1413200-t36_1-p1),65.10000000000001
8341,S2FE2ST,PADL01_1413200-t36_1-p1,61.15
8353,S4FE4SR,PADL01_1413200-t36_1-p1,81.53333333333333
8354,S4FE4ST,PADL01_1413200-t36_1-p1,61.15
8422,SADT,PADL01_1356100-t36_1-p1,88.95
8423,SADT2,(PADL01_0910900-t36_1-p1 or PADL01_0930100-t36_1-p1 or PADL01_1121600-t36_1-p1 or PADL01_1329600-t36_1-p1 or PADL01_1356100-t36_1-p1),459.5
8431,SALCHS2FEexs,spontaneous,0.0
8439,SALCHS4FEexs,spontaneous,0.0
8442,SALCHS4abcpp,PADL01_1434000-t36_1-p1,51.6
8483,SCYSDS,PADL01_0714600-t36_1-p1,73.0
8485,SDPTA,PADL01_0607000-t36_1-p1,240.7
8487,SEAHCYSHYD_1,PADL01_0519900-t36_1-p1,592.0
8488,SECYSTL,PADL01_0715700-t36_1-p1,321.6
8493,SELCYSLY3,PADL01_0714600-t36_1-p1,151.8
8500,SELNPS,PADL01_0909600-t36_1-p1,106.7
8504,SELTORm,PADL01_1215100-t36_1-p1,71.45
8507,SELtpp,PADL01_1426300-t36_1-p1,20.325
8530,SERTRS,(PADL01_0715700-t36_1-p1 or PADL01_1216500-t36_1-p1),322.4
8531,SERTRS2,PADL01_1216500-t36_1-p1,214.5
8549,SGOR,PADL01_1455900-t36_1-p1,60.8
8594,SLDxi2,PADL01_0616500-t36_1-p1,235.0
8596,SLDy,PADL01_0616500-t36_1-p1,235.0
8599,SLNTtpp,PADL01_1426300-t36_1-p1,20.325
8612,SO2tpp,spontaneous,0.0
8614,SO3abcpp,PADL01_1426300-t36_1-p1,20.025
8646,SPMDabc,PADL01_1426300-t36_1-p1,20.7
8654,SPMS,PADL01_1127200-t36_1-p1,271.9
8655,SPODM,PADL01_0814000-t36_1-p1,231.1
8663,SPRMS,PADL01_1127200-t36_1-p1,244.2
8683,SQDGW3DS1839Z12Z15Z160,PADL01_1317000-t36_1-p1,52.55
8684,SQDGW6DS1829Z12Z160,PADL01_1317000-t36_1-p1,52.55
8687,SQLEr,PADL01_0922200-t36_1-p1,49.3
8768,SUCBZL,PADL01_0617500-t36_1-p1,120.9
8782,SUCD1,PADL01_1213300-t36_1-p1,62.025
8783,SUCD1m,(PADL01_1032800-t36_1-p1 and PADL01_1213300-t36_1-p1),267.325
8784,SUCD2_u6m,(PADL01_1032800-t36_1-p1 and PADL01_1213300-t36_1-p1),267.325
8786,SUCD3_u6m,(PADL01_1032800-t36_1-p1 and PADL01_1213300-t36_1-p1),267.325
8787,SUCD4,PADL01_1213300-t36_1-p1,59.325
8789,SUCDH_q8_m,(PADL01_1032800-t36_1-p1 and PADL01_1213300-t36_1-p1),456.65
8790,SUCDi,((PADL01_1032800-t36_1-p1 and PADL01_1213300-t36_1-p1) or PADL01_1032800-t36_1-p1 or PADL01_1213300-t36_1-p1),201.14999999999998
8794,SUCFUMtm,PADL01_1367600-t36_1-p1,47.0
8798,SUCLm,(PADL01_1106700-t36_1-p1 and PADL01_1431600-t36_1-p1),355.1
8801,SUCOAS,((PADL01_1106700-t36_1-p1 and PADL01_1431600-t36_1-p1) or PADL01_1106700-t36_1-p1 or PADL01_1431600-t36_1-p1 or PADL01_1437700-t36_1-p1),319.7
8802,SUCOAS1m,(PADL01_1106700-t36_1-p1 and PADL01_1431600-t36_1-p1),355.1
8803,SUCOASm,PADL01_1431600-t36_1-p1,178.35
8818,SULR,(PADL01_0922200-t36_1-p1 or PADL01_1450300-t36_1-p1),113.2
8821,SULR_1,PADL01_1450300-t36_1-p1,61.2
8825,SULabc,PADL01_1426300-t36_1-p1,20.125
8826,SULabcpp,(PADL01_1426300-t36_1-p1 or PADL01_1434000-t36_1-p1),20.4
8829,St,spontaneous,0.0
8830,T2DECAI,PADL01_1321900-t36_1-p1,136.7
8895,TAURabc,PADL01_1426300-t36_1-p1,27.733333333333334
8905,TCHOLAabcv,PADL01_1229700-t36_1-p1,80.1
8923,TDSRh,((PADL01_0922800-t36_1-p1 and PADL01_1457200-t36_1-p1) or PADL01_0922800-t36_1-p1 or PADL01_1457200-t36_1-p1),250.75
8934,TEICH45,PADL01_1030800-t36_1-p1,7.966666666666666
8955,THD2pp,PADL01_1453500-t36_1-p1,194.9
8957,THFAT,PADL01_1236200-t36_1-p1,303.1
8958,THFATm,(PADL01_1122700-t36_1-p1 and PADL01_1131200-t36_1-p1 and PADL01_1364400-t36_1-p1 and PADL01_1446400-t36_1-p1),120.85999999999999
8960,THFGLUS,PADL01_1323700-t36_1-p1,148.7
8962,THFOR1,PADL01_0416400-t36_1-p1,389.0
8963,THFOR2,PADL01_0416400-t36_1-p1,389.0
8966,THIORDXi,((PADL01_1215500-t36_1-p1 and PADL01_1457200-t36_1-p1) or PADL01_1212400-t36_1-p1 or PADL01_1457200-t36_1-p1),130.2
8967,THIORDXm,(PADL01_0801600-t36_1-p1 and PADL01_1457200-t36_1-p1),129.65
8968,THIORDXni,(PADL01_1025700-t36_1-p1 and PADL01_1457200-t36_1-p1),92.8
8969,THIORDXp,PADL01_1457200-t36_1-p1,53.15
8978,THMPPt2m,PADL01_0908000-t36_1-p1,48.1
8983,THMabcpp,PADL01_1426300-t36_1-p1,26.96666666666667
9008,THRTRS,(PADL01_1124300-t36_1-p1 or PADL01_1214300-t36_1-p1),647.5
9009,THRTRSm,PADL01_1124300-t36_1-p1,595.9
9028,THZPSN,((PADL01_0724900-t36_1-p1 and PADL01_1364300-t36_1-p1) or PADL01_0625700-t36_1-p1 or PADL01_0724900-t36_1-p1 or PADL01_1237600-t36_1-p1),85.43333333333334
9029,THZPSN3,((PADL01_0612300-t36_1-p1 and PADL01_1364300-t36_1-p1) or PADL01_0724900-t36_1-p1),79.74
9030,THZSN,PADL01_0816200-t36_1-p1,67.8
9035,TKT1,PADL01_0609000-t36_1-p1,616.3
9036,TKT1h,PADL01_0609000-t36_1-p1,547.4
9037,TKT2,PADL01_0609000-t36_1-p1,616.3
9038,TKT2h,PADL01_0609000-t36_1-p1,547.4
9058,TMDPK,PADL01_0923300-t36_1-p1,59.7
9060,TMDPPK,PADL01_0923300-t36_1-p1,59.7
9061,TMDS,PADL01_0416400-t36_1-p1,389.0
9071,TMPPP,(PADL01_0519500-t36_1-p1 or PADL01_0612300-t36_1-p1),118.6
9079,TPI,(PADL01_0317700-t36_1-p1 or PADL01_0921500-t36_1-p1 or PADL01_1439900-t36_1-p1),377.5
9080,TPIh,PADL01_1439900-t36_1-p1,207.6
9081,TPK1,PADL01_1007300-t36_1-p1,169.5
9083,TRDR,((PADL01_0922800-t36_1-p1 and PADL01_1457200-t36_1-p1) or PADL01_1457200-t36_1-p1),265.4
9086,TRDRm,PADL01_1457200-t36_1-p1,43.35
9100,TRIGS_SC,PADL01_0321200-t36_1-p1,124.0
9114,TRPTA,PADL01_0203300-t36_1-p1,191.8
9115,TRPTRS,(PADL01_0807400-t36_1-p1 or PADL01_1251900-t36_1-p1 or PADL01_1336000-t36_1-p1),394.8
9130,TSULabc,PADL01_1426300-t36_1-p1,20.125
9131,TSULabcpp,PADL01_1426300-t36_1-p1,20.4
9134,TSULth,PADL01_1426300-t36_1-p1,49.9
9135,TSULtm,PADL01_1426300-t36_1-p1,49.9
9148,TUNGSabcpp,(PADL01_1367100-t36_1-p1 or PADL01_1426300-t36_1-p1),23.366666666666664
9166,TYRTA,PADL01_0203300-t36_1-p1,214.9
9167,TYRTAh,PADL01_0203300-t36_1-p1,192.2
9168,TYRTAi,PADL01_0203300-t36_1-p1,192.2
9169,TYRTAim,PADL01_0203300-t36_1-p1,192.2
9171,TYRTRS,(PADL01_0807400-t36_1-p1 or PADL01_1115600-t36_1-p1),457.2
9199,UAGAAT,PADL01_0207200-t36_1-p1,40.25
9204,UAGDP,(PADL01_1342700-t36_1-p1 or PADL01_1420600-t36_1-p1),108.2
9215,UDCPDPS,PADL01_0825600-t36_1-p1,107.5
9223,UDPACGLP,PADL01_1342700-t36_1-p1,104.8
9228,UDPDPS,PADL01_0825600-t36_1-p1,88.6
9300,UMPK,PADL01_0109000-t36_1-p1,131.0
9314,UMPKn,PADL01_0109000-t36_1-p1,131.0
9317,UNK3,PADL01_0203300-t36_1-p1,214.9
9327,UPPDC1,PADL01_0605400-t36_1-p1,166.8
9329,UPPDC2,PADL01_0605400-t36_1-p1,166.8
9348,UREASE,PADL01_0415300-t36_1-p1,104.8
9356,UREAtpp,PADL01_1131100-t36_1-p1,117.5
9357,URFGTT,PADL01_0203700-t36_1-p1,156.0
9360,URIDK2r,(PADL01_0109000-t36_1-p1 or PADL01_1251500-t36_1-p1),132.9
9361,URIDK2rn,PADL01_0109000-t36_1-p1,131.0
9376,UTPH1,PADL01_1431800-t36_1-p1,79.0
9377,UTPtm,PADL01_0823100-t36_1-p1,77.0
9388,VALTA,PADL01_1458400-t36_1-p1,76.6
9390,VALTLh,(PADL01_1003500-t36_1-p1 or PADL01_1461900-t36_1-p1),783.1
9391,VALTRS,(PADL01_1003500-t36_1-p1 or PADL01_1461900-t36_1-p1),783.1
9392,VALTRSm,PADL01_1461900-t36_1-p1,760.0
9406,VCACT,PADL01_1450900-t36_1-p1,181.8
9440,XPPT,PADL01_1010800-t36_1-p1,104.0
9468,XYLt2,PADL01_0205000-t36_1-p1,53.5
9471,YUMPS,(PADL01_0218300-t36_1-p1 or PADL01_0804000-t36_1-p1 or PADL01_0907900-t36_1-p1 or PADL01_1016400-t36_1-p1 or PADL01_1417200-t36_1-p1),270.8
9476,ZHY,PADL01_1469500-t36_1-p1,330.5
9479,ZN2t4,PADL01_0713900-t36_1-p1,70.5
9482,ZNabc,(PADL01_1119800-t36_1-p1 or PADL01_1367100-t36_1-p1),39.65
9483,ZNabcpp,(PADL01_0318600-t36_1-p1 or PADL01_1119800-t36_1-p1),24.633333333333336
9485,ZYMSTESTH_SC,PADL01_1124900-t36_1-p1,59.7
9487,ZYMSTt,PADL01_1426300-t36_1-p1,102.1
9508,r0647,spontaneous,0.0
9509,r0647m,spontaneous,0.0
