,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
no_ortho_Cubiquitum39726,THZPSN,CITtcm,FAS141ACPm,FAS181ACPm,LNS14DM,SUCFUMtm,PTOR,CLPNS2_BS,DXHPScm,FAS160ACPm,FAS182ACPm,FAS120ACPm,FAS140ACPm,FAS180ACPm,FAS80ACPm_L,ADSHm,CRNCARtm,FAS100ACPm,FAS161ACPm,THZSN,DOLASNT,AHALc,DAGAH_HDE_DHA_c,DAGAH_STC_ARA_c,DAGAH_PALM_ARA_c,PLDAGAT_PALM_PALM_LNA_PE_13_c,PLA2PC_PALM_ARA_c,PLDAGAT_EPA_EPA_ARA_PE_11_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EromaleaeSJ2008,THZPSN,AOXSr2,HYDFDN,HYDFDi,DIPS,PLBPC_SC,DXHPScmc,OHPHM6nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumCD01,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,CBFCc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TorientalisShintoku,THZPSN,NOS,NOS2_1,CITALOR,THZSN,DMCITALOR,DXHPScmc,PLDAGAT_DHA_EPA_ARA_PE_10_c,PI45PLC_cho,PLDAGAT_MYRS_EPA_EPA_PE_10_c,PCW3DS_MYRS_ETA_sn2_c,PIPLC_cho,PCW3DS_HDE_EPA_sn2_c,PLA2PC_HDE_ARA_c,PLDPC_PALM_ARA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pvivax-likePvl01,DES_9,LIPOS,DXHPScm,CDPDGPm_SC,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,CBFCc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EbrunettiHoughton,THZPSN,ORNTAC,DLYSOXGAT,DES_9,LIPOS,DXHPScm,MTAP,DHORD2,ADSHm,G12MT4,ALASm,OIVD3m,DOLASNT,G12MT3,ACSERSULLm,PCW3DS_HDE_EPA_sn2_c,ALCDH_nadp_hi,PCD5DS_EPA_EPA_sn2_c,AGAT_LLA,DGDGW6DS1829Z12Z1617Z,PCD12DS_LNA_STC_sn1_c,BCAROXR_h,ACPS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumGN01,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TcruziSylvioX10-1,THZPSN,FAS141ACPm,FAS181ACPm,URFGTT,OMBZLM6m,C190cSN,DES_9,ACSERSULLm,LIPOS,FAS182ACPm,PMEACPE,CDPDGPm_SC,FAS180ACPm,NNMT,DES_15,PNTEH,APAPTm,ACSERLm,OMBZLM,THZPSN3,3DH5HPBMTm,ALASm,FAS161ACPm,THZSN,OHPHM6nc,DAGAH_PALM_DHA_c,PLDAGAT_PALM_PALM_LNA_PC_4_c,PLDAGAT_OLE_PALM_HDE_PC_3_c,PLDAGAT_MYRS_EPA_LNA_PC_8_c,PLDAGAT_HDE_EPA_OLE_PC_3_c,PLDAGAT_PALM_EPA_LNA_PE_15_c,LDL_HSDEGnhs,DAGAH_OLE_DHA_c,PLA2PC_STC_DHA_c,PLDAGAT_OLE_HDE_OLE_PE_14_c,PLDAGAT_PALM_PALM_LNA_PC_3_c,PLDAGAT_HDE_EPA_EPA_PE_14_c,PLDAGAT_HDE_EPA_HDE_PC_3_c,DAGAH_LNA_DHA_c,PLDAGAT_MYRS_EPA_MYRS_PC_4_c,PLDAGAT_PALM_EPA_LNA_PC_7_c,HMR_0807nhs,lipid4,PLDAGAT_HDE_EPA_OLE_PC_7_c,PLDAGAT_EPA_EPA_ARA_PC_7_c,PLDAGAT_LNA_EPA_LNA_PC_4_c,PLDAGAT_EPA_EPA_ARA_PC_6_c,DAGAH_MYRS_EPA_c,PLDAGAT_OLE_PALM_HDE_PC_5_c,PLDAGAT_PALM_PALM_LNA_PC_6_c,DAGAH_MYRS_DHA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EcuniculiEcunIII-L,THZPSN,DIPS,PLBPC_SC,FEDCabc,SHSL2,OHPHM6nc,DXHPScmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LmexicanaMHOMGT2001U1103,THZPSN,DES_9,ACSERSULLm,LIPOS,PTHPS,APAPTm,ACSERLm,NPPDO,DES_6,DES_6B,DOLASNT,HMR_6838,PLDPE_PALM_GLNA_c,PLPSD18111Z1835Z9Z12Z,TRIODTHYSULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EmaximaWeybridge,ACONMT,THZPSN,ARMT,URFGTT,TOCOPHOM1,TOCOPHOM2,LIPOS,SAM24MT,OHPHM,DIPS,OMBZLM,THZSN,MPBQ,BADP,DOLASNT,CGS_m,ACSERSULLm,DMTc,GRGTc,CBFCc,MALMDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BayalaiB08-376,THZPSN,PLDAGAT16018111Z1819Z2,PLDAGAT16018111Z1819Z4,PLDAGAT1601819Z1601,PLDAGAT1601819Z18111Z1,PLDAGAT1601819Z1819Z3,PLDAGAT1601819Z1819Z4,PLDAGAT18111Z1819Z1601,PLDAGAT18111Z1819Z1602,PLDAGAT18111Z1819Z18111Z1,PLDAGAT1819Z18111Z1601,PLDAGAT1819Z18111Z1819Z1,PLDAGAT1819Z18111Z1819Z4,PLDAGAT1819Z1819Z18111Z1,PLDAGAT1819Z1819Z18111Z2,PLDAGAT1819Z1819Z18111Z3,LIPOS,MIPC326PLC_SC,PLDAGAT16018111Z1601,PLDAGAT16018111Z1602,PLDAGAT1601819Z18111Z2,PLDAGAT1601819Z18111Z3,PLDAGAT1801819Z18111Z1,PLDAGAT1801819Z1819Z3,PLDAGAT18111Z18111Z1601,PLDAGAT18111Z18111Z18111Z2,PLDAGAT18111Z18111Z1819Z4,PLDAGAT18111Z1819Z1819Z1,PLDAGAT18111Z1819Z1819Z3,PLDAGAT18111Z1819Z1819Z4,PLDAGAT1819Z18111Z1819Z2,PLDAGAT1819Z1819Z1601,PLDAGAT1819Z1819Z1819Z1,PLDAGAT1819Z1819Z1819Z2,PLDAGAT1819Z1819Z1819Z3,PLDAGAT1819Z1819Z1819Z4,MIP2C326PLC_SC,MIPC324PLC_SC,PLDAGAT16018111Z18111Z1,PLDAGAT16018111Z18111Z2,PLDAGAT16018111Z1819Z3,PLDAGAT1801819Z1819Z2,PLDAGAT18111Z18111Z1819Z3,PLDAGAT18111Z1819Z18111Z2,PLDAGAT18111Z1819Z18111Z3,PLDAGAT1819Z18111Z1602,PLDAGAT1819Z18111Z18111Z1,PLDAGAT1819Z18111Z18111Z3,PLDAGAT1819Z18111Z1819Z3,APAPTm,MIP2C324PLC_SC,DES_6,DES_6B,PLDAGAT16018111Z18111Z3,PLDAGAT16018111Z1819Z1,PLDAGAT1601819Z1602,PLDAGAT1601819Z1819Z1,PLDAGAT1601819Z1819Z2,PLDAGAT1801819Z1601,PLDAGAT1801819Z1602,PLDAGAT1801819Z18111Z2,PLDAGAT1801819Z18111Z3,PLDAGAT1801819Z1819Z1,PLDAGAT1801819Z1819Z4,PLDAGAT18111Z18111Z1602,PLDAGAT18111Z18111Z18111Z1,PLDAGAT18111Z18111Z18111Z3,PLDAGAT18111Z18111Z1819Z1,PLDAGAT18111Z18111Z1819Z2,PLDAGAT18111Z1819Z1819Z2,PLDAGAT1819Z18111Z18111Z2,PLDAGAT1819Z1819Z1602,MEVK1x,FAO181p_even,FAOXC241181x,,,,,,,,,
no_ortho_TgondiiGT1,THZPSN,PSERDm_SC,DES_9,LIPOS,CPPPGOAN2,DHORD2,CPPPGO2,ALASm,THZSN,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LtarentolaeParrotTarII,THZPSN,ACSERSULLm,LIPOS,HADPCOADH,APAPTm,ACSERLm,THZSN,NPPDO,DES_6,DES_6B,DOLASNT,ACPSm,ACPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumGB4,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PovalecurtisiGH01,DES_9,LIPOS,DXHPScm,ADSHm,APAPTm,DOLASNT,CBFCc,PLDAGAT_DHA_EPA_DHA_PC_3_c,PLDAGAT_EPA_EPA_ARA_PC_3_c,PLDAGAT_EPA_EPA_ARA_PC_7_c,PLDAGAT_OLE_EPA_DHA_PC_6_c,PLDAGAT_MYRS_ARA_HDE_PC_6_c,PLDAGAT_EPA_EPA_DHA_PC_3_c,DAGAH_MYRS_EPA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbergheiANKA,THZPSN,DLYSOXGAT,DES_9,LIPOS,DXHPScm,PCDAGAT,ADSHm,APAPTm,DOLASNT,THZPSN_mt2,THZPSNm,FAS260_ap,HMBS_ap,DOLASNT_pf,CPPPGO_ap,PUNP2,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,LCAT1e,GHMT2r_ap,PLDAGAT_LNA_EPA_LNA_PC_7_c,PLDAGAT_PALM_PALM_LNA_PC_5_c,PLA2PE_EPA_DHA_c,CRVS23M24hc,RE3033R,HMR_2942,PLDAGAT_EPA_EPA_DHA_PE_15_c,DAGAH_HDE_DHA_c,PLDAGAT_LNA_EPA_LNA_PC_1_c,PLDAGAT_MYRS_EPA_LNA_PE_13_c,PLDAGAT_LNA_EPA_LNA_PC_5_c,PLDAGAT_MYRS_EPA_LNA_PC_1_c,PLDAGAT_OLE_EPA_DHA_PE_14_c,PLDAGAT_HDE_HDE_LNA_PE_13_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PinuiSanAntonio1,DES_9,LIPOS,DXHPScm,ERGSTESTH_SC,CDPDGPm_SC,FECOSTESTH_SC,ADSHm,APAPTm,CRNCARtm,EPISTESTH_SC,DOLASNT,CBFCc,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,LCAT1e,THZPSN_mt2,THZPSNm,FAS260_ap,CPPPGO_ap,HMBS_ap,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PvivaxSal1,DES_9,LIPOS,DXHPScm,CDPDGPm_SC,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,ACCOAC_h,3OAR181_1,ARGDh,PLDPC_DHA_PALM_c,PLDAGAT_PALM_PALM_LNA_PC_7_c,PLDAGAT_PALM_PALM_LNA_PE_13_c,ATPM_h,DAGAH_DHA_DHA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumIT,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EnuttalliP19,5DOAN,MTAN,THZPSN,AGM4PH,PUNP2,PUNP6,NALN6,AGM3PH,ARGN_1,AGMH,AHCYSNS,THZSN,MG3Ac,DXHPScmc,DOLASNTc,ATPS_h,ATPSh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumGA01,DES_9,LIPOS,DXHPScm,ORNTArm,ADSHm,APAPTm,CRNCARtm,DOLASNT,HCGALm,FAS260_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,PUNP2,LCAT1e,THZPSN_mt2,THZPSNm,CPPPGO_ap,HMBS_ap,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PpraefalciparumG01,DES_9,LIPOS,DXHPScm,ADSHm,APAPTm,CRNCARtm,DOLASNT,CBFCc,FAS260_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,PUNP2,LCAT1e,THZPSN_mt2,THZPSNm,CPPPGO_ap,GHMT2r_ap,HMBS_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhistolyticaKU27,5DOAN,MTAN,THZPSN,AGM4PH,PUNP2,NALN6,AGM3PH,AGMH,AHCYSNS,THZSN,DXHPScmc,DOLASNTc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
